theta_deg,theta_rad,psi
0.0,0.0,3.2409354841920397
0.9090909090909091,0.015866629563584814,3.137738739107768
1.8181818181818181,0.03173325912716963,3.318722261457033
2.727272727272727,0.04759988869075444,3.5175714986070115
3.6363636363636362,0.06346651825433926,3.1898978581299726
4.545454545454545,0.07933314781792407,3.2136401974851396
5.454545454545454,0.09519977738150888,3.6000192816475454
6.363636363636363,0.11106640694509369,3.4613368992718914
7.2727272727272725,0.12693303650867852,3.2375864567634265
8.181818181818182,0.14279966607226333,3.4635769197169135
9.09090909090909,0.15866629563584814,3.2859112089873257
10.0,0.17453292519943295,3.3089189693761374
10.909090909090908,0.19039955476301776,3.4738619744436154
11.818181818181818,0.2062661843266026,3.0661466067560195
12.727272727272727,0.22213281389018738,3.1270748862669975
13.636363636363637,0.23799944345377222,3.3827735510057395
14.545454545454545,0.25386607301735703,3.3157484102945274
15.454545454545453,0.26973270258094184,3.6041528406439003
16.363636363636363,0.28559933214452665,3.3825866737476957
17.272727272727273,0.30146596170811146,3.304512476315147
18.18181818181818,0.3173325912716963,3.902772575921835
19.09090909090909,0.3331992208352811,3.5870393384686183
20.0,0.3490658503988659,3.668128509515881
20.90909090909091,0.36493247996245076,3.39197234873491
21.818181818181817,0.3807991095260355,3.590209792175248
22.727272727272727,0.39666573908962033,3.743294860071459
23.636363636363637,0.4125323686532052,3.512789741215253
24.545454545454543,0.42839899821678995,3.839854776761757
25.454545454545453,0.44426562778037476,3.6661572837397896
26.363636363636363,0.4601322573439596,3.749353822539799
27.272727272727273,0.47599888690754444,3.708591113735029
28.18181818181818,0.4918655164711292,4.220454902650605
29.09090909090909,0.5077321460347141,3.8681883127929093
30.0,0.5235987755982988,3.6800504677986132
30.909090909090907,0.5394654051618837,4.076617723370541
31.818181818181817,0.5553320347254684,3.688262125011342
32.72727272727273,0.5711986642890533,3.9943265987741405
33.63636363636363,0.5870652938526381,3.5805387246130036
34.54545454545455,0.6029319234162229,3.7265452396042633
35.45454545454545,0.6187985529798077,4.0510502651204146
36.36363636363636,0.6346651825433925,4.178647863170836
37.27272727272727,0.6505318121069774,4.084280840534287
38.18181818181818,0.6663984416705622,4.045701476443052
39.090909090909086,0.6822650712341469,4.027200915098719
40.0,0.6981317007977318,3.8100696700461163
40.90909090909091,0.7139983303613165,3.9799149128287787
41.81818181818182,0.7298649599249015,4.049618400172274
42.72727272727273,0.7457315894884863,4.3707812161692745
43.63636363636363,0.761598219052071,4.245434828726653
44.54545454545455,0.7774648486156559,3.8411969540767283
45.45454545454545,0.7933314781792407,4.275450704537047
46.36363636363636,0.8091981077428254,4.150177254664135
47.27272727272727,0.8250647373064104,4.1080958165149015
48.18181818181818,0.8409313668699951,4.381824585871599
49.090909090909086,0.8567979964335799,4.48141691962037
50.0,0.8726646259971648,4.4769153420915
50.90909090909091,0.8885312555607495,4.137968845382901
51.81818181818181,0.9043978851243343,4.258829820533731
52.72727272727273,0.9202645146879193,4.401488100666754
53.63636363636363,0.936131144251504,4.544607065310853
54.54545454545455,0.9519977738150889,4.267621734096239
55.45454545454545,0.9678644033786736,4.339975730401779
56.36363636363636,0.9837310329422584,4.169180440740744
57.27272727272727,0.9995976625058433,4.164231628020431
58.18181818181818,1.0154642920694281,4.578685962992904
59.090909090909086,1.0313309216330129,4.699815779156423
60.0,1.0471975511965976,4.426228734950384
60.90909090909091,1.0630641807601824,4.653073298772876
61.81818181818181,1.0789308103237674,4.536099903770694
62.72727272727273,1.0947974398873521,4.345821875651153
63.63636363636363,1.1106640694509369,4.557862436128479
64.54545454545455,1.1265306990145219,4.803589774312919
65.45454545454545,1.1423973285781066,4.498875438799581
66.36363636363636,1.1582639581416914,4.8286840709006995
67.27272727272727,1.1741305877052761,4.001175073928716
68.18181818181817,1.1899972172688609,4.698525053988947
69.0909090909091,1.2058638468324459,4.560223857635087
70.0,1.2217304763960306,4.491330114675482
70.9090909090909,1.2375971059596154,4.5774460369688965
71.81818181818181,1.2534637355232001,4.169185547281033
72.72727272727272,1.269330365086785,4.530011638188402
73.63636363636364,1.28519699465037,4.652254628313888
74.54545454545455,1.3010636242139548,4.882934700378009
75.45454545454545,1.3169302537775396,4.489861662029598
76.36363636363636,1.3327968833411243,4.437611285496468
77.27272727272727,1.348663512904709,4.504385925200996
78.18181818181817,1.3645301424682938,4.792876746452376
79.0909090909091,1.3803967720318788,4.6802359214157905
80.0,1.3962634015954636,4.512852242354697
80.9090909090909,1.4121300311590483,4.725404473227056
81.81818181818181,1.427996660722633,4.645740326280801
82.72727272727272,1.4438632902862178,4.823253870942564
83.63636363636364,1.459729919849803,4.491939731506204
84.54545454545455,1.4755965494133878,4.569268108129867
85.45454545454545,1.4914631789769726,4.558453186891275
86.36363636363636,1.5073298085405573,4.345869678671196
87.27272727272727,1.523196438104142,4.69911771777722
88.18181818181817,1.5390630676677268,4.693048521600549
89.0909090909091,1.5549296972313118,4.642426536429098
90.0,1.5707963267948966,4.594675226914764
